,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.3391358389254941,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
1,train,1,loss,1.3431229845827268,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
2,train,0,value,0.9825326084065199,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
3,train,1,value,1.1800171641261292,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
4,train,0,empirical_value,0.0733041884339938,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
5,train,1,empirical_value,0.6828937903494412,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
0,val,0,loss,1.5418839348253233,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
1,val,1,loss,1.298787065269759,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
2,val,0,value,0.7689308209453415,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
3,val,1,value,1.1913722015818164,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
4,val,0,empirical_value,0.05140611852081674,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
5,val,1,empirical_value,0.7128240450621871,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_1024_lr_0.0001_num_epochs_2_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_953248
