,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.3350455045509113,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
1,train,1,loss,1.3497170480837781,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
2,train,0,value,0.9902788049245422,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
3,train,1,value,1.253731443371381,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
4,train,0,empirical_value,0.10117988265008057,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
5,train,1,empirical_value,0.7532772179989539,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
0,val,0,loss,1.5524503748883,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
1,val,1,loss,1.298456159609245,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
2,val,0,value,0.8799361561801563,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
3,val,1,value,1.2863126471684436,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
4,val,0,empirical_value,0.12782077857635404,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
5,val,1,empirical_value,0.8058644403088666,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_512_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_9896178
