,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.3565167145988988,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
1,train,1,loss,1.3898091030528852,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
2,train,0,value,0.9872083588736476,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
3,train,1,value,1.245175161339897,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
4,train,0,empirical_value,-0.016610681432725947,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
5,train,1,empirical_value,0.6053744983272624,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
0,val,0,loss,1.6516281221637705,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
1,val,1,loss,1.3076098603138293,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
2,val,0,value,0.8814235210906763,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
3,val,1,value,1.3519116588112277,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
4,val,0,empirical_value,-0.01322378181569286,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
5,val,1,empirical_value,0.7904384070311501,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_1491594
