,phase,Metric,Performance,config_str
4,val,loss,1.294826242062306,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
5,val,value,1.6402784685273497,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
6,val,value,1.3014826783382294,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
7,val,value,1.2966462915238972,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
8,val,value,1.295582913229873,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
9,val,value,1.294826242062306,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
10,val,empirical_value,1.6402784685273497,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
11,val,empirical_value,1.3014826783382294,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
12,val,empirical_value,1.2966462915238972,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
13,val,empirical_value,1.295582913229873,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
14,val,empirical_value,1.294826242062306,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_8384624
