,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.335685950214409,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
1,train,1,loss,1.380762986955693,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
2,train,0,value,1.1832790522431336,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
3,train,1,value,1.4362139252016806,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
4,train,0,empirical_value,0.09428706299012042,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
5,train,1,empirical_value,0.8135112875499295,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
0,val,0,loss,1.6916820764297595,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
1,val,1,loss,1.311428646763125,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
2,val,0,value,1.057919509091177,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
3,val,1,value,1.5111146632090073,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
4,val,0,empirical_value,0.10044830138266025,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
5,val,1,empirical_value,0.9213553460862034,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_7409523
