,phase,Metric,Performance,config_str
11,train,empirical_value,1.4338167298842968,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
12,train,empirical_value,1.3510498621579765,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
13,train,empirical_value,1.3470446703339582,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
14,train,empirical_value,1.3454061733393128,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
0,val,loss,1.7185275465341527,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
1,val,loss,1.3269815091588968,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
2,val,loss,1.317908308327869,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
3,val,loss,1.3158948478581596,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
4,val,loss,1.3141501195355105,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
5,val,value,1.7185275465341527,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
6,val,value,1.3269815091588968,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
7,val,value,1.317908308327869,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
8,val,value,1.3158948478581596,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
9,val,value,1.3141501195355105,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
10,val,empirical_value,1.7185275465341527,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
11,val,empirical_value,1.3269815091588968,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
12,val,empirical_value,1.317908308327869,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
13,val,empirical_value,1.3158948478581596,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
14,val,empirical_value,1.3141501195355105,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_655394
