config_str,phase,epoch,Metric,Performance,action_dim,batch_size,drop_prob,gamma,hidden_dim,lr,num_epochs,num_hidden,option,state_dim,target_update,use_scheduler
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,0,loss,1.3575714343634442,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,1,loss,1.3707672711929115,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,0,value,0.9677394172433915,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,1,value,1.2330941575586798,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,0,empirical_value,0.1086970985314963,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,train,1,empirical_value,0.658519652740441,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,0,loss,1.577214509462261,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,1,loss,1.303784996899514,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,0,value,0.8942678800990906,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,1,value,1.30853336220998,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,0,empirical_value,0.11984710039355494,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_2122858,val,1,empirical_value,0.7972212507390439,25,512,0.0,0.9,128,0.0001,2,3,linear,46,10,False
