,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.3864006475347224,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
1,train,1,loss,1.411759090856426,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
2,train,0,value,1.087655610893327,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
3,train,1,value,1.366272124082609,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
4,train,0,empirical_value,0.046631730429762236,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
5,train,1,empirical_value,0.6855987918724764,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
0,val,0,loss,1.7026752756952386,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
1,val,1,loss,1.3218439572665197,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
2,val,0,value,1.0018023245898338,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
3,val,1,value,1.4616073413173398,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
4,val,0,empirical_value,0.04265796750204346,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
5,val,1,empirical_value,0.8841200056437216,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_2_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_3203118
