,phase,Metric,Performance,config_str
0,train,loss,1.411918073033081,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
1,train,loss,1.4050569129094659,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
2,train,loss,1.3479296677788033,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
3,train,loss,1.3454205566574766,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
4,train,loss,1.3439643209594379,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
5,train,value,1.411918073033081,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
6,train,value,1.4050569129094659,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
7,train,value,1.3479296677788033,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
8,train,value,1.3454205566574766,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
9,train,value,1.3439643209594379,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
10,train,empirical_value,1.411918073033081,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
11,train,empirical_value,1.4050569129094659,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
12,train,empirical_value,1.3479296677788033,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
13,train,empirical_value,1.3454205566574766,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
14,train,empirical_value,1.3439643209594379,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
0,val,loss,1.759202163368311,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
1,val,loss,1.3140007811656629,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
