,phase,Metric,Performance,config_str
2,val,loss,1.3110295919459332,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
3,val,loss,1.3102174780385887,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
4,val,loss,1.3092599917580674,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
5,val,value,1.759202163368311,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
6,val,value,1.3140007811656629,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
7,val,value,1.3110295919459332,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
8,val,value,1.3102174780385887,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
9,val,value,1.3092599917580674,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
10,val,empirical_value,1.759202163368311,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
11,val,empirical_value,1.3140007811656629,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
12,val,empirical_value,1.3110295919459332,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
13,val,empirical_value,1.3102174780385887,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
14,val,empirical_value,1.3092599917580674,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_256_lr_0.0001_num_epochs_5_num_hidden_1_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_654137
