,phase,Metric,Performance,config_str
0,train,loss,1.3158525760121214,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
1,train,loss,1.348098318985544,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
2,train,loss,1.3212039575079417,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
3,train,loss,1.319962153855082,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
4,train,loss,1.319591488756937,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
5,train,value,1.3158525760121214,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
6,train,value,1.348098318985544,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
7,train,value,1.3212039575079417,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
8,train,value,1.319962153855082,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
9,train,value,1.319591488756937,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
10,train,empirical_value,1.3158525760121214,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
11,train,empirical_value,1.348098318985544,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_10_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_730954
