,phase,epoch,Metric,Performance,config_str
0,train,0,loss,1.3320654314203582,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
1,train,1,loss,1.372194227551202,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
2,train,0,value,1.075662202690202,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
3,train,1,value,1.3105392899702124,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
4,train,0,empirical_value,0.11429000066160998,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
5,train,1,empirical_value,0.7086377059371854,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
0,val,0,loss,1.6272696824010344,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
1,val,1,loss,1.299169180019851,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
2,val,0,value,0.9681240722125238,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
3,val,1,value,1.4034345070439693,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
4,val,0,empirical_value,0.10589745505927407,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
5,val,1,empirical_value,0.8546339825695588,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_2_num_hidden_5_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_664565
