,phase,Metric,Performance,config_str
3,val,loss,1.3044165178843627,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
4,val,loss,1.3039543026911444,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
5,val,value,1.6469087961874331,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
6,val,value,1.3085698458653023,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
7,val,value,1.3047560157893014,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
8,val,value,1.3044165178843627,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
9,val,value,1.3039543026911444,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
10,val,empirical_value,1.6469087961874331,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
11,val,empirical_value,1.3085698458653023,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
12,val,empirical_value,1.3047560157893014,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
13,val,empirical_value,1.3044165178843627,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
14,val,empirical_value,1.3039543026911444,action_dim_25batch_size_512_drop_prob_0.0_gamma_0.9_hidden_dim_128_lr_0.0001_num_epochs_5_num_hidden_3_option_linear_state_dim_46_target_update_10_use_scheduler_False_time_6151292
